Recordnaam	Recordcode	Volgnummer	Naam gegevenselement	Type	Lengte	Patroon	Eindpositie	Verplichting	Sleutel	Code gegeven	Organisatiecode	Objectcode	Objectnaam	Beschrijving functie	Toelichting	Codering bovengeschikt	Naam codering bovengeschikt	Organisatienaam	Status	Beschrijving codering algemeen	Toelichting codering algemeen	Beschrijving codering berichtspecifiek	Naam codelijst	Code codelijst	Voorbeeld vulling	Constraints/condities
VERZEKERDENRECORD	02	0222	DEBITEURNUMMER	AN	11		180	C		COD316	VEKT	DEBT	DEBITEUR	Unieke aanduiding van een debiteur.		COD038	PATIENTNUMMER (11 POSITIES MAXIMAAL)	VEKTIS BV	AANBEVELING VEKTIS			Nummer wordt bepaald door de zorgverlener. Sleutelovererving met DEBITEURNUMMER in het debiteurrecord.				Conditie: invullen verplicht als minimaal één declaratiepost van de cliënt naar een debiteur gaat en dus het debiteurrecord gevuld wordt.
VERZEKERDENRECORD	02	0223	INDICATIE CLIENT OVERLEDEN	N	1		181	M		COD841	VEKT	VERZ	VERZEKERDE/PATIENT/CLIENT	Aanduiding of cliënt overleden is.				VEKTIS BV	AANBEVELING VEKTIS	Voor de correspondentie van een servicebureau naar een cliënt/debiteur is het gewenst te weten of de cliënt overleden is en zo ja, aan wie de correspondentie gericht dient te worden (komt in het gegeven SOORT RELATIE CLIENT in het debiteurrecord terug).			INDICATIE WEL/NIET OVERLEDEN	COD841-VEKT		Defaultwaarde '2' (cliënt niet overleden). Waarde '1' indien cliënt overleden.
VERZEKERDENRECORD	02	0280	RESERVE	AN	129		310	S		TEC007	129	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
DEBITEURRECORD	03	0301	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.					SITUATIE AFHANKELIJKE AANBEVELING			Debiteurrecord is recordtype 03.				Waarde '03' vullen.
DEBITEURRECORD	03	0302	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS BV	AANBEVELING VEKTIS		Detailrecords in het 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Het commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord. Detailrecords in het retourbericht 'erven' het volgnr. in het heenbericht.					
DEBITEURRECORD	03	0303	DEBITEURNUMMER	AN	11		25	M	L	COD316	VEKT	DEBT	DEBITEUR	Unieke aanduiding van een debiteur.		COD038	PATIENTNUMMER (11 POSITIES MAXIMAAL)	VEKTIS BV	AANBEVELING VEKTIS			Nummer wordt bepaald door de zorgverlener. Sleutelovererving met DEBITEURNUMMER in het verzekerderecord.				Waarde dient gelijk te zijn aan die in het debiteurnummer in het verzekerdenrecord.
DEBITEURRECORD	03	0304	DATUM GEBOORTE DEBITEUR	N	8	EEJJMMDD	33	C		DAT264	NEN	DEBT	DEBITEUR	Geboortedatum van debiteur.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Conditie: invullen met de werkelijke datum als deze bekend is.
DEBITEURRECORD	03	0305	CODE GESLACHT DEBITEUR	N	1		34	C		COD446	NEN	DEBT	DEBITEUR	Unieke aanduiding van de sexe van een debiteur, het niet bekend zijn daarvan, het ontbreken of niet gespecificeerd zijn.	Volgens NEN-ISO 5218, december 1991.	COD046	GESLACHT, GECODEERD VOLGENS NEN-ISO 5218.	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS	Mannelijk of vrouwelijk.			GESLACHT, GECODEERD VOLGENS NEN-ISO 5218.	COD046-NEN		Conditie: indien bekend de waarde '1' (= mannelijk) of '2' (= vrouwelijk) vullen. Indien het gegeven niet bekend is '0' vullen.
DEBITEURRECORD	03	0306	NAAMCODE/NAAMGEBRUIK (01)	N	1		35	M		COD700	NEN1	DEBT	DEBITEUR	Aanduiding naamgebruik (gecodeerd).	Deze code geeft de betekenis van de bijbehorende naam weer (eigen naam, naam echtgenoot e.d.).			NEDERLANDS NORMALISATIE INSTITUUT	SITUATIE AFHANKELIJKE AANBEVELING			Dit gegevenselement heeft betrekking op NAAM DEBITEUR (01) inclusief VOORVOEGSEL DEBITEUR (01). Het betreft hier alleen de eigen naam (geboortenaam)).	NAAMCODE, CODERING VOLGENS NEN 1888, JULI 2002.	COD700-NEN1		Waarde '1' vullen.
DEBITEURRECORD	03	0307	NAAM DEBITEUR (01)	AN	25		60	M		NAM214	NEN	DEBT	DEBITEUR	De achternaam van debiteur, indien nodig verkort weergegeven (significant deel).		NAM039	ACHTERNAAM SIGNIFICANT DEEL (VERKORT), CODERING VOLGENS NEN 1888, DEC 1991.	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS	"Als de naam uit meer delen bestaat gescheiden door een koppelteken (""-""), dan wordt er geen spatie geplaatst voor en/of na dit koppelteken."		De bijbehorende naamcode/naamgebruik geeft aan welke naam van de debiteur wordt gehanteerd.				Hier de geboortenaam van de debiteur vullen.
DEBITEURRECORD	03	0308	VOORVOEGSEL DEBITEUR (01)	AN	10		70	C		NAM216	NEN	DEBT	DEBITEUR	Verzameling van één of meer voorzetsels/lidwoorden, die aan het significante deel van de achternaam vooraf gaat en daar een onderdeel van is.		NAM040	VOORVOEGSEL, CODERING VOLGENS NEN 1888, DEC 1991.	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS	"Codering volgens ""GBA-voorvoegseltabel""."			VOORVOEGSEL, CODERING VOLGENS NEN 1888, DEC 1991.	NAM040-NEN		Conditie: als de naam een voorvoegsel bevat dan vullen verplicht, anders vullen met spaties.
DEBITEURRECORD	03	0309	NAAMCODE/NAAMGEBRUIK (02)	N	1		71	C		COD701	NEN1	DEBT	DEBITEUR	Aanduiding naamgebruik (gecodeerd).	Deze code geeft de betekenis van de bijbehorende naam weer (eigen naam, naam echtgenoot e.d.).			NEDERLANDS NORMALISATIE INSTITUUT	SITUATIE AFHANKELIJKE AANBEVELING			Dit gegevenselement heeft betrekking op NAAM DEBITEUR (02) inclusief VOORVOEGSEL DEBITEUR (02).	NAAMCODE, CODERING VOLGENS NEN 1888, JULI 2002.	COD701-NEN1		Waarde '2' of '0' (indien debiteur geen partner heeft, dus niet van toepassing) vullen.
DEBITEURRECORD	03	0310	NAAM DEBITEUR (02)	AN	25		96	C		NAM215	NEN	DEBT	DEBITEUR	De achternaam van debiteur, indien nodig verkort weergegeven (significant deel).		NAM039	ACHTERNAAM SIGNIFICANT DEEL (VERKORT), CODERING VOLGENS NEN 1888, DEC 1991.	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS	"Als de naam uit meer delen bestaat gescheiden door een koppelteken (""-""), dan wordt er geen spatie geplaatst voor en/of na dit koppelteken."		De bijbehorende naamcode/naamgebruik geeft aan welke naam van de debiteur wordt gehanteerd.				Conditie: vullen indien NAAMCODE/NAAMGEBRUIK (02) in de vorige rubriek de waarde '2' bevat. Anders vullen met spaties.
DEBITEURRECORD	03	0311	VOORVOEGSEL DEBITEUR (02)	AN	10		106	C		NAM217	NEN	DEBT	DEBITEUR	Verzameling van één of meer voorzetsels/lidwoorden, die aan het significante deel van de achternaam vooraf gaat en daar een onderdeel van is.		NAM040	VOORVOEGSEL, CODERING VOLGENS NEN 1888, DEC 1991.	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS	"Codering volgens ""GBA-voorvoegseltabel""."			VOORVOEGSEL, CODERING VOLGENS NEN 1888, DEC 1991.	NAM040-NEN		Conditie: als de naam een voorvoegsel bevat dan vullen verplicht, anders vullen met spaties.
DEBITEURRECORD	03	0312	VOORLETTERS DEBITEUR	AN	6		112	C		NAM089	NEN	DEBT	DEBITEUR	De voorletters van debiteur. De verzameling van letters die wordt gevormd door de eerste letter van alle in volgorde voorkomende voornamen.		NAM038	VOORLETTERS PERSOON, CODERING VOLGENS NEN 1888, DEC 1991.	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS	"Voorletters aansluitend zonder punt of spatie.  Een voornaam waarbij twee elementen zijn verbonden middels een koppelteken wordt in deze norm als één voornaam beschouwd, bijvoorbeeld Jan-Pieter is ""J""."	"De namen Jan-Pieter, Christiaan, Philip, Theo en IJsbrand hebben respectievelijk de voorletter ""J"", ""C"", ""P"", ""T"" en ""I""."					Voorletters van de debiteur invullen die behoren bij de geboortenaam of eventueel bij de tenaamstelling.
DEBITEURRECORD	03	0313	NAAMCODE/NAAMGEBRUIK (03)	N	1		113	M		COD829	NEN1	DEBT	DEBITEUR	Aanduiding naamgebruik (gecodeerd).	Deze code geeft de betekenis van de bijbehorende naam weer (eigen naam, naam echtgenoot e.d.).			NEDERLANDS NORMALISATIE INSTITUUT	SITUATIE AFHANKELIJKE AANBEVELING			Hier de code vullen die past bij de tenaamstelling van de debiteur.	NAAMCODE, CODERING VOLGENS NEN 1888, JULI 2002.	COD829-NEN1		Toegestane waarden: '1', '2', '3' en '4'.
DEBITEURRECORD	03	0314	TITULATUUR	N	2		115	C		COD843	VEKT	DEBT	DEBITEUR	(Aanspreek)titel van een persoon				VEKTIS BV	AANBEVELING VEKTIS		Bron: De Nederlandse Taalunie.		TITULATUUR VAN PERSONEN	COD843-VEKT		Conditie: invullen indien dit gegeven relevant en bekend is.
DEBITEURRECORD	03	0315	STRAATNAAM DEBITEUR	AN	24		139	M		NAM141	NEN	DEBT	DEBITEUR	De officiële door de gemeente vastgestelde naam van een straat van een factuuradres.		NAM018	STRAATNAAM, GECODEERD VOLGENS NEN 5825, DEC. 1991.	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS		Voor straatnamen van meer dan 24 posities gelden afkortingsregels, die als bijlage aan NEN 5825 zijn toegevoegd.					
DEBITEURRECORD	03	0316	HUISNUMMER (HUISADRES) DEBITEUR	N	5		144	M		NUM098	NEN	DEBT	DEBITEUR	De numerieke aanduiding bij het adres van een debiteur, zoals de gemeente die heeft toegekend.	Zie Besluit Standaard Adressering van het ministerie van Binnenlandse Zaken van 22-02-1988 of NEN 5825 van december 1991.	NUM025	HUISNUMMER, GECODEERD VOLGENS NEN 5825, DEC.1991.	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							
DEBITEURRECORD	03	0317	HUISNUMMERTOEVOEGING (HUISADRES) DEBITEUR	AN	6		150	C		NUM099	NEN1	DEBT	DEBITEUR	De alfanumerieke aanduiding achter het huisnummer van de debiteur, zoals de gemeente die heeft toegekend.		NUM041	HUISNUMMERTOEVOEGING, GECODEERD VOLGENS NEN 5825, JULI 2002.	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS		Huisnummertoevoeging = door gemeente toegekende huisletter (indien aanwezig), direct gevolgd door de door de gemeente toegekende huisnummertoevoeging (indien aanwezig).					Conditie: verplicht invullen als er sprake is van een huisnummertoevoeging.
DEBITEURRECORD	03	0318	POSTCODE (HUISADRES) DEBITEUR	AN	6	NNNNAA	156	C		COD312	KPN	DEBT	DEBITEUR	De postcode van het huisadres van debiteur.	De officiële codering van TPG Post voor een Nederlands postadres, bestaande uit een numeriek deel en een alfabetisch deel.	COD014	NEDERLANDSE POSTCODE, GECODEERD VOLGENS NEN 5825, DEC 1991.	KPN	AANBEVELING VEKTIS	Het stelsel wordt door TPG (voorheen KPN) beheerd en uitgegeven.  De codering bestaat uit 4 cijfers (numerieke woonplaatscode), gevolgd door 2 letters (alfabetische lettercode).	De code van de plaatsnaam en het adres (onvolledig: straatnaam + huisnummer) in Nederland. (Conform Besluit Standaardadressering BIZA).					Conditie: verplicht vullen, indien debiteur woonachtig is in Nederland. Als debiteur woont in het buitenland, dan de volgende rubriek vullen.
DEBITEURRECORD	03	0319	POSTCODE BUITENLAND	AN	9		165	C		COD434	VEKT	DEBT	DEBITEUR	Weergave van buitenlandse postcodes.				VEKTIS BV	AANBEVELING VEKTIS			Duitsland: 5-cijferige postcode. Belgie: 4-cijferige postcode.				Conditie: verplicht vullen indien debiteur in het buitenland woonachtig is. Als debiteur woont in Nederland, dan de vorige rubriek vullen. Links aansluiten en rechts opvullen met spaties.
DEBITEURRECORD	03	0320	WOONPLAATSNAAM DEBITEUR	AN	24		189	M		NAM142	NEN	DEBT	DEBITEUR	De naam van de woonplaats van debiteur. De door de gemeente vastgestelde naam van de woonplaats van een factuuradres.	Er zijn hoedanigheden zoals, vestigingsplaats, plaats t.b.v. correspondentie of betaling.	NAM006	WOONPLAATSNAAM, GECODEERD VOLGENS NEN 5825, DEC 1991.	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS	Voor woonplaatsen van meer dan 24 posities gelden afkortingsregels, de desbetreffende woonplaatsnamen zijn aan NEN 5825 toegevoegd.						
DEBITEURRECORD	03	0321	CODE LAND DEBITEUR	AN	2		191	C		COD313	NEN	DEBT	DEBITEUR	Identificatie van een land of gebiedsdeel waar een debiteur woonachtig is.		COD032	ALPHA-2 LANDCODE (ISO 3166)	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS	Van de drie mogelijke coderingen van ISO 3166 (1993) wordt in het algemeen de hier weergegeven 'Alpha-2 countrycode' gebruikt. Landcodes die met een 'X' beginnen, zijn bepaald door NEN 1888. Dit is in overeenstemming met ISO 3166.	"ISO 3166 kent geen historische landen (bijv.land geboorte). Actueel wordt dan ""00"" gehanteerd. Zie GBA landentabel voor historie. ISO 3166 (1993) kent de volgende coderingen: - Alpha-2 (bij leesbaar gebruik) - Alpha-3  - Numeric-3 (sleutels met controle)"					Conditie: verplicht invullen als er sprake is van een in het buitenland wonende debiteur.
DEBITEURRECORD	03	0322	TELEFOONNUMMER DEBITEUR	AN	15		206	C		NUM364	NEN1	DEBT	DEBITEUR	Het telefoonnummer waarmee de debiteur is te bereiken.	Hier kan een 'vast' telefoonnummer of 'mobiel'  telefoonnummer (Nederlands en niet-Nederlands) ingevuld worden.			NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS	Bestaande uit netnummer (Nederlands of niet-Nederlands) en abonneenummer (Nederlands of Niet-nederlands) van een vast of mobiel telefoonnummer.	Bron: telefoondienst leverancier. Voor nummerplan zie Staatscourant 1999, nr. 14.					Conditie: invullen indien telefoonnumer bekend is.
DEBITEURRECORD	03	0323	LANDNUMMER TELEFOON (CODE LAND)	N	3	MAX. 3 POS.	209	C		NUM092	KPN	DEBT	DEBITEUR	Het nummer waarmee voor internationaal telefoonverkeer het land wordt aangeduid.				KPN	AANBEVELING VEKTIS	International telecom dialling code.	De CEN beveelt voor alle gebruik buiten telefoonverkeer de ISO 3166 country code aan (COD032).					Invullen indien debiteuradres niet in Nederland is.
DEBITEURRECORD	03	0324	E-MAILADRES DEBITEUR	AN	70		279	O		NAM221	VEKT	DEBT	DEBITEUR	Het adres waaronder de debiteur via het internet per elektronische post te bereiken is.	HET NNI heeft in de NEN-5825 (2002) het formaat an..320 vastgesteld. Voor EI is vanuit praktische overwegingen een formaat van AN 70 vastgesteld.	NAM145	CODERING E-MAILADRES	VEKTIS BV	AANBEVELING VEKTIS	HET NNI heeft in de NEN-5825 (2002) het formaat an..320 vastgesteld. Voor EI is vanuit praktische overwegingen een formaat van AN 70 vastgesteld.						
DEBITEURRECORD	03	0325	BANKREKENINGNUMMER	N	16		295	C		NUM008	VEK1	DEBT	DEBITEUR	Nummer van de rekening courant van de betrokken (rechts-)persoon bij een bankinstelling ten behoeve van in- en excassodoeleinden.	Maatschappelijk relatiegegeven: gegeven die de relatie tussen een persoon en een publiek- of privaatrechtelijk orgaan aangeeft.			VEKTIS BV	SITUATIE AFHANKELIJKE AANBEVELING	Het nummer van een Nederlandse bankrekening, zoals dat door een bankinstelling als identificerend nummer aan een overeenkomst tussen de bank en een of meer personen wordt toegekend (definitie NEN 1888: 2002).	Het is nog niet bekend wanneer de EG-standaard vastgesteld wordt, en hoe lang het nummer wordt. Zeer waarschijnlijk wordt het nummer langer dan het Nederlandse bankrekeningnummer.	Bankrekening- of gironummer van de debiteur.				Conditie: invullen verplicht als de declaratie aan een debiteur gezonden wordt en het bankrekeningnummer beschikbaar is.
DEBITEURRECORD	03	0326	SOORT RELATIE DEBITEUR	N	2		297	C		COD819	VEKT	DEBT	DEBITEUR	De soort relatie die een debiteur ten opzichte van de verzekerde of cliënt heeft.		COD821	SOORT RELATIE	VEKTIS BV	AANBEVELING VEKTIS				SOORT RELATIE	COD821-VEKT		Conditie: invullen verplicht als Indicatie verzekerde overleden de waarde '1' bevat (verzekerde is overleden). In de meest voorkomende gevallen de waarde '23' (Erven van) vullen.
DEBITEURRECORD	03	0380	RESERVE	AN	13		310	S		TEC007	013	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
PRESTATIERECORD	04	0401	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.					SITUATIE AFHANKELIJKE AANBEVELING			Prestatierecord is recordtype 04.				Waarde '04' vullen.
PRESTATIERECORD	04	0402	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS BV	AANBEVELING VEKTIS		Detailrecords in het 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Het commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord. Detailrecords in het retourbericht 'erven' het volgnr. in het heenbericht.					
PRESTATIERECORD	04	0403	BURGERSERVICENUMMER (BSN) VERZEKERDE	N	9		23	M	L	NUM313	GBA	VERZ	VERZEKERDE/PATIENT/CLIENT	Een door de overheid toegekend identificerend nummer in het kader van het vereenvoudigen van het contact tussen overheid en burgers en het verminderen van de administratieve lasten.	Dit gegeven wordt toegepast vanaf de datum waarop de overheid dit toestaat (2006 gepland). Voor deze datum mag het BSN niet gebruikt worden.	NUM285	CODERING BURGERSERVICENUMMER	GEMEENTELIJKE BASIS ADMINISTRATIE	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Burgerservicenummer in het bovenliggende verzekerdenrecord.
PRESTATIERECORD	04	0404	UZOVI-NUMMER	N	4		27	M	L	COD061	VEKT	VERZ	VERZEKERDE/PATIENT/CLIENT	Identificatie van een (zorg)verzekeraar die betrokken is bij de uitvoering van de Basisverzekering en/of de Algemene Wet Bijzondere Ziektekosten.	"UZOVI = Unieke ZOrgVerzekeraars Identificatie. In het UZOVI-register worden de nummers beheerd; hierin is ook aangegeven welke nummers relevant zijn voor declaraties. Naam gegeven voorheen: ""Code zorgverzekeraar""."			VEKTIS BV	AANBEVELING VEKTIS		Raadpleeg voor meer informatie het UZOVI-register bij Vektis (http://uzovi.vektis.nl).	Sleutel (i.c.m. VERZEKERDENNUMMER).				Waarde dient gelijk te zijn aan die in het UZOVI-nummer in het bovenliggende verzekerdenrecord.
PRESTATIERECORD	04	0405	VERZEKERDENNUMMER (INSCHRIJVINGSNUMMER, RELATIENUMMER)	AN	15		42	C	L	NUM003	ZNET	VERZ	VERZEKERDE/PATIENT/CLIENT	Nummer waaronder een verzekerde bij de zorgverzekeraar is ingeschreven.	Identificatienummer per verzekerde (per verzekeraar toegekend). Dit nummer behoort uniek te zijn bij de zorgverzekeraar.			ZORGNET	AANBEVELING VEKTIS			In het geval dat het nummer met nullen begint, maken deze deel uit van het nummer. Sleutel i.c.m. UZOVI-NUMMER.				Waarde dient gelijk te zijn aan die in het Verzekerdennummer in het bovenliggende verzekerdenrecord.
PRESTATIERECORD	04	0406	MACHTIGINGSNUMMER	AN	15		57	C		NUM013	VEK2	PRES	PRESTATIE	Identificatie van een afgegeven machtiging/toestemming.	Doel: het bij de controle van declaraties vaststellen, dat de zorgverzekeraar de toestemmingsverlening heeft verstrekt.			VEKTIS BV	SITUATIE AFHANKELIJKE AANBEVELING							Conditie: verplicht vullen als een machtiging bekend is bij de zorgaanbieder.
PRESTATIERECORD	04	0407	DOORSTUREN TOEGESTAAN	N	1		58	M		COD820	VEKT	PRES	PRESTATIE	Code die aangeeft of het doorsturen van de desbetreffende prestatie met daaraan verbonden declaratie naar de zorgverzekeraar is toegestaan.	Dit gegeven heeft een logistieke functie. Het doorsturen geschiedt door een servicebureau.			VEKTIS BV	AANBEVELING VEKTIS	Indien het doorsturen van de desbetreffende prestatie niet is toegestaan, ontvangt de zorgverzekeraar hiervan ook geen records.		De zorgverlener dient in te vullen of doorsturen van de prestatie toegestaan is (ja/nee). De cliënt geeft aan of hij/zij hiertegen bezwaar heeft.	DOORSTUREN TOEGESTAAN	COD820-VEKT		Defaultwaarde is '1' (ja).
PRESTATIERECORD	04	0408	AANDUIDING PRESTATIECODELIJST	N	3		61	M	L	COD367	VEKT	PRES	PRESTATIE	Code die aangeeft welke prestatiecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan.				VEKTIS BV	AANBEVELING VEKTIS				TOEGEPASTE PRESTATIECODELIJST	COD367-VEKT		
PRESTATIERECORD	04	0409	DECLARATIECODE	AN	6		67	M	L	COD973	VEKT	PRES	PRESTATIE	Code die de declaratie van een geleverde (DBC)zorgprestatie door een zorginstelling identificeert.				VEKTIS BV	AANBEVELING VEKTIS			Code die de declaratie van een zorgproduct van een zorginstelling identificeert.				DBC's: vullen met de DBC declaratiecode. OVP's: vullen met prestatiecode OVP
PRESTATIERECORD	04	0410	BEGINDATUM	N	8	EEJJMMDD	75	M	L	DAT282	NEN	PRES	PRESTATIE	Datum waarop de DBC/prestatie begint.	Bij een eendagsprestatie: de datum van uitvoering.	DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS			Datum waarop de DBC is gestart. Datum waarop de prestatie is geleverd, danwel de begindatum als de prestatie betrekking heeft op meerdere dagen				Bij opname na 20.00 uur begindatum prestatie is datum opname +1.
PRESTATIERECORD	04	0411	EINDDATUM	N	8	EEJJMMDD	83	M		DAT283	NEN	PRES	PRESTATIE	Datum waarop de DBC/prestatie eindigt.	Bij een eendagsprestatie: de datum van uitvoering.	DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS			Laatste datum DBC/prestatie.				"Inhoud zo nodig gelijk aan ""Startdatum DBC/prestatie"""
PRESTATIERECORD	04	0412	DBC PRESTATIECODE	AN	12		95	C		NUM122	VEKT	PRES	PRESTATIE	Gedurende de doorlooptijd van een DBC wordt een DBC dataset gevuld. Na het afsluiten van de DBC wordt de DBC toelichtingscode afgeleid van de DBC dataset.				VEKTIS BV	AANBEVELING VEKTIS	DBC-prestatiecode is de identificatie van behandeling v.e. patient in een zorginstelling. DBC-prestatiecode is opgebouwd uit de zorgtyperingsassen zorgtype ,zorgvraag, diagnose en behandeling volgens de DBC typeringssytematiek.	Opbouw typeringsassen volgens instructies uit CTG/ZAio richtlijnen.	Verzameling subcodes die bij validatie worden afgeleid van geregistreerde zorgverrichtingen. Voor Cure zijn dat  zorgtype (2AN), zorgvraag (2AN), diagnose (4AN) en behandeling (4AN). Voor GGZ zijn dat zorgtype (3AN), diagnose (3AN), behandeling (6AN)				Conditie: bij DBC verplicht vullen met prestatiecode.
PRESTATIERECORD	04	0413	AANTAL UITGEVOERDE PRESTATIES	N	4		99	M		ANT054	VEKT	PRES	PRESTATIE	Hoeveelheid verrichte prestaties in de prestatieperiode.				VEKTIS BV	AANBEVELING VEKTIS							"Defaultwaarde: ""1"""
PRESTATIERECORD	04	0414	ZORGTRAJECTNUMMER	AN	20		119	O		NUM374	DBCO	PRES	PRESTATIE	Identificatie van het zorgtraject waartoe deze prestatie behoort.					AANBEVELING VEKTIS	Het zorgtrajectnummer is uniek binnen de zorgverlende instantie.						
PRESTATIERECORD	04	0415	POORTSPECIALISME	N	4	NNNN	123	C		COD972	VEKT	PRES	PRESTATIE	Bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENER SPECIFICATIENUMMER (COD007).	Soort/beroepsgroep van de hoofdverantwoordelijke zorgverlener in een zorg-traject	COD016	CODERING ZORGVERLENERSSPECIFICATIE	VEKTIS BV	AANBEVELING VEKTIS	De soorten (beroepsgroepen) zijn opgenomen, ook wanneer er geen nadere verbijzondering bestaat. Zie voor de soorten ook COD008.	Positie 1 en 2 zorgverlenerssoort. Positie 3 en 4 zorgverleners specificatienummer. Voor meer informatie zie http://agb.vektis.nl/.	De categorie waartoe de voor behandeling eerst verantwoordelijke zorgverlener behoort, naar soort/beroepsgroep.	CODERING ZORGVERLENERSSPECIFICATIE	COD016-VEKT		Conditie: bij DBC-declaratie verplicht vullen.
PRESTATIERECORD	04	0416	ZORGVERLENERSCODE BEHANDELAAR/UITVOERDER	N	8	NNNNNNNN	131	M		COD089	CSIZ	PRES	PRESTATIE	De identificatiecode van de zorgverlener (natuurlijk persoon of instelling).					SITUATIE AFHANKELIJKE AANBEVELING							Invullen zorgverlenerscode instelling of zorgverlenerscode van aan de organisatie verbonden zorgverlener
PRESTATIERECORD	04	0417	VERREKENPERCENTAGE	N	5	NNNNN	136	M		ANT094	CTG	TARI	TARIEF	Berekeningsfactor over het normtarief voor het feitelijk gebruikte aandeel (event. in tijd) aan te geven in de declaratie van kosten, honorarium of verrichting.				COLLEGE TARIEVEN GEZONDHEIDSZORG (CTG)	AANBEVELING VEKTIS	Percentage in honderste procenten. Voorbeeld: 09000 = 90%, factor 0,5 = 05000 = 50% etc.	DBC: berekeningsfactor over het DBC kostentarief in segment A.	Toegepaste berekeningsfactor over tarief prestatie. Als toe-/afslag vlgs NZa beschikking per instelling.				"Defaultwaarde: ""10000"" (100%)"
PRESTATIERECORD	04	0418	TARIEF DBC/PRESTATIE (INCL. BTW)	N	8		144	M		BED170	VEKT	PRES	PRESTATIE	Tarief van de individuele prestatie, ongeacht wie (kunnen meerdere partijen zijn) dit betaalt.		BED015	STANDAARDBEDRAG	VEKTIS BV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Bedrag van een geleverde DBC of (deel)prestatie.				"Hier het tarief invullen dat contractueel of wettelijk is vastgesteld of door de zorgverlener gehanteerd wordt of mag worden; betreffende de declaratiecode."
PRESTATIERECORD	04	0419	SOORT INHOUDING	N	2		146	C		COD215	VEKT	TARI	TARIEF	Codering van de soort inhouding.				VEKTIS BV	AANBEVELING VEKTIS			"De code geeft aan welk soort inhouding in  ""bedrag inhouding"" staat."	CODERING SOORT INHOUDING	COD215-VEKT		"Conditie: bij bedrag inhouding is alleen waarde ""05"" toegestaan."
