Recordnaam	Recordcode	Volgnummer	Naam gegevenselement	Type	Lengte	Patroon	Eindpositie	Verplichting	Sleutel	Code gegeven	Organisatiecode	Objectcode	Objectnaam	Beschrijving functie	Toelichting	Codering bovengeschikt	Naam codering bovengeschikt	Organisatienaam	Status	Beschrijving codering algemeen	Toelichting codering algemeen	Beschrijving codering berichtspecifiek	Naam codelijst	Code codelijst	Voorbeeld vulling	Constraints/condities
VERZEKERDENRECORD	02	0222	DEBITEURNUMMER	AN	11		180	C	L	COD316	VEKT	DEBT	DEBITEUR	Unieke aanduiding van een debiteur.		COD038	PATIENTNUMMER (11 POSITIES MAXIMAAL)	VEKTIS CV	AANBEVELING VEKTIS			Nummer wordt bepaald door de zorgverlener. Sleutelovererving met DEBITEURNUMMER in het debiteurrecord.				Conditie: invullen verplicht als minimaal één declaratiepost van de cliënt naar een debiteur gaat en dus het debiteurrecord gevuld wordt.
VERZEKERDENRECORD	02	0223	INDICATIE CLIENT OVERLEDEN	N	1		181	M		COD841	VEKT	VERZ	VERZEKERDE/PATIENT/CLIENT	Aanduiding of cliënt overleden is.				VEKTIS CV	AANBEVELING VEKTIS	Voor de correspondentie van een servicebureau naar een cliënt/debiteur is het gewenst te weten of de cliënt overleden is en zo ja, aan wie de correspondentie gericht dient te worden (komt in het gegeven SOORT RELATIE CLIENT in het debiteurrecord terug).			INDICATIE WEL/NIET OVERLEDEN	COD841-VEKT		Defaultwaarde '2' (cliënt niet overleden). Waarde '1' indien cliënt overleden.
VERZEKERDENRECORD	02	0280	RESERVE	AN	129		310	S		TEC007	129	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
PRESTATIERECORD	04	0401	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Prestatierecord is recordtype 04.				Waarde '04' vullen.
PRESTATIERECORD	04	0402	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS CV	AANBEVELING VEKTIS		Detailrecords in 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord (niet relevant Q'stnd). Detailrecords in retourbericht 'erven' volgnr. heenbericht.					
PRESTATIERECORD	04	0403	BURGERSERVICENUMMER (BSN) VERZEKERDE	N	9		23	M	L	NUM313	GBA	VERZ	VERZEKERDE/PATIENT/CLIENT	Een door de overheid toegekend identificerend nummer in het kader van het vereenvoudigen van het contact tussen overheid en burgers en het verminderen van de administratieve lasten.	Voor meer informatie over het BSN kunt u terecht bij het Informatiepunt BSN in de zorg (www.infobsnzorg.nl).	NUM285	CODERING BURGERSERVICENUMMER	GEMEENTELIJKE BASIS ADMINISTRATIE	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Burgerservicenummer in het bovenliggende verzekerdenrecord.
PRESTATIERECORD	04	0404	UZOVI-NUMMER	N	4		27	M	L	COD061	VEKT	VERZ	VERZEKERDE/PATIENT/CLIENT	Identificatie van een (zorg)verzekeraar die betrokken is bij de uitvoering van de Basisverzekering en/of de Algemene Wet Bijzondere Ziektekosten.	"UZOVI = Unieke ZOrgVerzekeraars Identificatie. In het UZOVI-register worden de nummers beheerd; hierin is ook aangegeven welke nummers relevant zijn voor declaraties. Naam gegeven voorheen: ""Code zorgverzekeraar""."			VEKTIS CV	AANBEVELING VEKTIS		Raadpleeg voor meer informatie het UZOVI-register bij Vektis (https://uzovi.vektis.nl).	Sleutel (i.c.m. VERZEKERDENNUMMER).				Waarde dient gelijk te zijn aan die in het UZOVI-nummer in het bovenliggende verzekerdenrecord.
PRESTATIERECORD	04	0405	VERZEKERDENNUMMER (INSCHRIJVINGSNUMMER, RELATIENUMMER)	AN	15		42	C	L	NUM003	ZNET	VERZ	VERZEKERDE/PATIENT/CLIENT	Nummer waaronder een verzekerde bij de zorgverzekeraar is ingeschreven.	Identificatienummer per verzekerde (per verzekeraar toegekend). Dit nummer behoort uniek te zijn bij de zorgverzekeraar.			ZORGNET	AANBEVELING VEKTIS			In het geval dat het nummer met nullen begint, maken deze deel uit van het nummer. Sleutel i.c.m. UZOVI-NUMMER.				Waarde dient gelijk te zijn aan die in het Verzekerdennummer in het bovenliggende verzekerdenrecord.
PRESTATIERECORD	04	0406	MACHTIGINGSNUMMER	AN	15		57	C		NUM013	VEK2	PRES	PRESTATIE	Identificatie van een afgegeven machtiging/toestemming.	Doel: het bij de controle van declaraties vaststellen, dat de zorgverzekeraar de toestemmingsverlening heeft verstrekt.			VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING							Conditie: verplicht vullen als een machtiging bekend is bij de zorgaanbieder.
PRESTATIERECORD	04	0407	DOORSTUREN TOEGESTAAN	N	1		58	M		COD820	VEKT	PRES	PRESTATIE	Code die aangeeft of het doorsturen van de desbetreffende prestatie met daaraan verbonden declaratie naar de zorgverzekeraar is toegestaan.	Dit gegeven heeft een logistieke functie. Het doorsturen geschiedt door een servicebureau.			VEKTIS CV	AANBEVELING VEKTIS	Indien het doorsturen van de desbetreffende prestatie niet is toegestaan, ontvangt de zorgverzekeraar hiervan ook geen records.		De zorgverlener dient in te vullen of doorsturen van de prestatie toegestaan is (ja/nee). De cliënt geeft aan of hij/zij hiertegen bezwaar heeft.	DOORSTUREN TOEGESTAAN	COD820-VEKT		Defaultwaarde is '1' (doorsturen naar zorgverzekeraar is toegestaan).
PRESTATIERECORD	04	0408	AANDUIDING PRESTATIECODELIJST	N	3		61	M	L	COD367	VEKT	PRES	PRESTATIE	Code die aangeeft welke prestatiecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan.				VEKTIS CV	AANBEVELING VEKTIS	Verzameling van verwijzingen naar prestatiecodelijsten. De meeste zijn raadpleegbaar of te downloaden via https://tog.vektis.nl.		Prestatiecodelijst '999' wordt alleen gebruikt in het declaratieverkeer tussen zorgaanbieders en servicebureaus.	TOEGEPASTE PRESTATIECODELIJST	COD367-VEKT		Prestatiecodelijst '050' (Gespecialiseerde GGZ) of '063' (Basis GGZ) invullen.
PRESTATIERECORD	04	0409	PRESTATIECODE/DBC DECLARATIECODE	AN	6		67	M	L	COD695	VEK1	PRES	PRESTATIE	Code die de prestatie (zorg/product/middel) van een zorgverlener/instelling identificeert.	In een ander gegevenselement wordt aangegeven welke codelijst in dit gegevenselement toegepast wordt.			VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Code die de declaratie van een prestatie van een zorgverlener of een zorginstelling identificeert.				Conditie: Bij DBC vullen met declaratiecode. Indien de verzekerde privacybezwaren heeft zie Invulinstructie. Indien niet-DBC vullen met prestatiecode.
PRESTATIERECORD	04	0410	DBC PRESTATIECODE	AN	12		79	C		NUM122	VEK2	PRES	PRESTATIE	Gedurende de doorlooptijd van een DBC wordt een DBC dataset gevuld. Na het afsluiten van de DBC wordt de DBC toelichtingscode afgeleid van de DBC dataset.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING	DBC-prestatiecode is de identificatie van behandeling van een patient in een zorginstelling. Voor de opbouw van de prestatiecode wordt verwezen naar de spelregels van DBC onderhoud.	Opbouw typeringsassen volgens instructies uit CTG/ZAio richtlijnen.					Conditie: Bij DBC verplicht vullen met DBC-prestatiecode. Indien de verzekerde privacybezwaren heeft zie Invulinstructie.  Indien niet-DBC niet vullen.
PRESTATIERECORD	04	0411	BEGINDATUM PRESTATIE	N	8	EEJJMMDD	87	M	L	DAT001	NEN	PRES	PRESTATIE	Datum waarop de prestatie feitelijk is of wordt uitgevoerd. Als de uitgevoerde prestatie betrekking heeft op meerdere dagen dan is het de begindatum.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS			Datum waarop de DBC is gestart. Datum waarop de prestatie is geleverd, danwel de begindatum als de prestatie betrekking heeft op meerdere dagen				Altijd volledig invullen met een bestaande datum, die niet in de toekomst ligt. Bij Transitie vanwege overgang ELP naar Basis GGZ, wordt 01-01-2014 gevuld.
PRESTATIERECORD	04	0412	EINDDATUM PRESTATIE	N	8	EEJJMMDD	95	M		DAT003	NEN	PRES	PRESTATIE	Datum waarop de prestatie is beëindigd, als de prestatie betrekking heeft op meerdere dagen.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS			Laatste datum DBC/prestatie.				Altijd volledig invullen met een bestaande datum, die niet in de toekomst ligt. Inhoud kan gelijk zijn aan 'Begindatum prestatie' (geldt altijd voor OVP).
PRESTATIERECORD	04	0413	PRESTATIEVOLGNUMMER ALGEMEEN	N	2		97	M	L	NUM395	VEK1	PRES	PRESTATIE	Nummer dat prestaties met gelijke identificatie uniek maakt per declaratiebestand.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING	Het nummer behoeft niet met '01' te beginnen en/of oplopend te zijn.						Conditie: Relevant bij meerdere prestaties met dezelfde verzekerde, declaratiecode en begindatum.
PRESTATIERECORD	04	0414	ZORGTRAJECTNUMMER	AN	20		117	C		NUM374	DBCO	PRES	PRESTATIE	Identificatie van het zorgtraject waartoe deze prestatie behoort.				DBC-ONDERHOUD	AANBEVELING VEKTIS	Het zorgtrajectnummer is uniek binnen de zorgverlenende instantie.						Conditie: verplicht vullen bij een DBC, anders vullen als dit mogelijk is.
PRESTATIERECORD	04	0415	INDICATIE ONGEVAL (ONGEVALSGEVOLG)	AN	1		118	C		COD183	VEKT	PRES	PRESTATIE	Aanduiding over een patiënt die als gevolg van een ongeval (noodzakelijk) een prestatie (zorg) ondergaat.				VEKTIS CV	AANBEVELING VEKTIS				JA/NEE CODERING	COD183-VEKT	"Gehele codelijst: J = patiënt was betrokken bij een ongeval; N = patiënt was niet betrokken bij een ongeval; O = onbekend."	Gebruik van dit veld wordt bilateraal afgesproken.
PRESTATIERECORD	04	0416	ZORGVERLENERSCODE 1E HOOFDBEHANDELAAR	N	8	NNNNNNNN	126	C		COD864	VEKT	PRES	PRESTATIE	De identificatiecode van de zorgverlener (natuurlijk persoon of instelling) die hoofdbehandelaar is.		COD009	CODERING ZORGVERLENER	VEKTIS CV	AANBEVELING VEKTIS	De AGB-code bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENERSNUMMER (NUM005). ZORGVERLENERSSOORT op positie 1-2, ZORGVERLENERSNUMMER op positie 3-8. Het zorgverlenersnummer is uniek binnen de zorgverlenerssoort.	Voor meer informatie zie https://agb.vektis.nl.	De AGB-zorgverlenerscode (natuurlijk persoon) van zelfstandig gevestigde zorgaanbieders of van aan de organisatie (incl. praktijk) verbonden zorgverlener.				Conditie: bij DBC, indien er een diagnosefase is vullen hoofdbehandelaar diagnose. Verplicht vullen bij Basis GGZ en Transitie. Bij ZZP en OVP vullen als dit mogelijk is.
PRESTATIERECORD	04	0417	BEROEP 1E HOOFDBEHANDELAAR	N	4		130	C		COD865	DBCO	PRES	PRESTATIE	Nadere verbijzondering van de zorgverlener per GGZ Beroepsgroep. Nadere identificatie van de categorie waartoe een hoofdbehandelaar behoort.		COD878	BEROEP ZORGVERLENER DBC ONDERHOUD	DBC-ONDERHOUD	AANBEVELING VEKTIS	De GGZ Beroepsgroepen zijn opgenomen, deze zijn geregistreerd in DBC-onderhoud en de NZa beleidsregels.			BEROEP ZORGVERLENER DBC ONDERHOUD	COD878-DBCO		Conditie: vullen als zorgverlenerscode 1e hoofdbehandelaar is gevuld.
PRESTATIERECORD	04	0418	ZORGVERLENERSCODE 2E HOOFDBEHANDELAAR	N	8	NNNNNNNN	138	C		COD866	VEKT	PRES	PRESTATIE	De identificatiecode van de zorgverlener (natuurlijk persoon of instelling) die hoofdbehandelaar is.		COD009	CODERING ZORGVERLENER	VEKTIS CV	AANBEVELING VEKTIS	De AGB-code bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENERSNUMMER (NUM005). ZORGVERLENERSSOORT op positie 1-2, ZORGVERLENERSNUMMER op positie 3-8. Het zorgverlenersnummer is uniek binnen de zorgverlenerssoort.	Voor meer informatie zie https://agb.vektis.nl.	De AGB-zorgverlenerscode (natuurlijk persoon) van zelfstandig gevestigde zorgaanbieders of van aan de organisatie (incl. praktijk) verbonden zorgverlener.				Conditie: bij DBC, indien er een behandelfase is vullen hoofdbehandelaar behandeling. Bij niet-DBC vullen als dit mogelijk is.
PRESTATIERECORD	04	0419	BEROEP 2E HOOFDBEHANDELAAR	N	4		142	C		COD867	DBCO	PRES	PRESTATIE	Nadere verbijzondering van de zorgverlener per GGZ Beroepsgroep. Nadere identificatie van de categorie waartoe een hoofdbehandelaar behoort.		COD878	BEROEP ZORGVERLENER DBC ONDERHOUD	DBC-ONDERHOUD	AANBEVELING VEKTIS	De GGZ Beroepsgroepen zijn opgenomen, deze zijn geregistreerd in DBC-onderhoud en de NZa beleidsregels.			BEROEP ZORGVERLENER DBC ONDERHOUD	COD878-DBCO		Conditie: vullen als zorgverlenerscode 2e hoofdbehandelaar is gevuld.
PRESTATIERECORD	04	0420	CODE (ZELF)VERWIJZER	N	2		144	M		COD327	VEK1	PRES	PRESTATIE	Aanduiding van de aard van de (zelf)verwijzer.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING				TYPE (ZELF) VERWIJZER GGZ	COD327-VEK1		Vullen volgens invulinstructie.
PRESTATIERECORD	04	0421	ZORGVERLENERSCODE VOORSCHRIJVER/VERWIJZER	N	8	NNNNNNNN	152	C		COD836	VEKT	PRES	PRESTATIE	De identificatiecode van de zorgverlener (natuurlijk persoon).	De identificatiecode van de zorgverlener die de verzekerde/patiënt hulp heeft voorgeschreven of verwezen.	COD009	CODERING ZORGVERLENER	VEKTIS CV	AANBEVELING VEKTIS	De AGB-code bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENERSNUMMER (NUM005). ZORGVERLENERSSOORT op positie 1-2, ZORGVERLENERSNUMMER op positie 3-8. Het zorgverlenersnummer is uniek binnen de zorgverlenerssoort.	Voor meer informatie zie https://agb.vektis.nl.					Conditie: vullen met de AGB-code van een natuurlijk persoon wanneer de code (zelf)verwijzer 01, 02, 03 of 04 is.
PRESTATIERECORD	04	0422	SPECIALISME VOORSCHRIJVER/VERWIJZER	N	4	NNNN	156	C		COD953	VEKT	PRES	PRESTATIE	Nadere verbijzondering van de zorgverlener per soort/beroepsgroep. Nadere identificatie van de categorie waartoe een voorschrijvende of verwijzende zorgverlener behoort.	Bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENER SPECIFICATIENUMMER (COD007).	COD016	CODERING ZORGVERLENERSSPECIFICATIE	VEKTIS CV	AANBEVELING VEKTIS	De soorten (beroepsgroepen) zijn opgenomen, ook wanneer er geen nadere verbijzondering bestaat. Zie voor de soorten ook COD008.	Positie 1 en 2 zorgverlenerssoort. Positie 3 en 4 zorgverleners specificatienummer. Voor meer informatie zie https://agb.vektis.nl/.		CODERING ZORGVERLENERSSPECIFICATIE	COD016-VEKT		Conditie: vullen met '0000', gereserveerd voor toekomstig gebruik.
PRESTATIERECORD	04	0423	INSTELLINGSCODE OF PRAKTIJKCODE VOORSCHRIJVER/VERWIJZER	N	8	NNNNNNNN	164	C		COD650	VEKT	PRES	PRESTATIE	De identificatiecode van de voorschrijvende/verwijzende instelling of praktijk.	De identificatiecode van de instelling of praktijk die de verzekerde/patiënt hulp heeft voorgeschreven of voor hulp heeft verwezen.			VEKTIS CV	AANBEVELING VEKTIS							Conditie: niet vullen, verwijzer is altijd een natuurlijk persoon. Gereserveerd voor toekomstig gebruik.
PRESTATIERECORD	04	0424	VERWIJSDATUM	N	8	EEJJMMDD	172	O		DAT062	NEN	PRES	PRESTATIE	Datum waarop de verwijzing naar de uitvoerende zorgaanbieder heeft plaatsgevonden.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Gereserveerd voor toekomstig gebruik.
PRESTATIERECORD	04	0425	SCREENING VERWIJZER	AN	10		182	O		COD868	VEKT	PRES	PRESTATIE	Code die de prestatie op basis van de screening van de huisarts identificeert.				VEKTIS CV	AANBEVELING VEKTIS							Gereserveerd voor toekomstig gebruik.
PRESTATIERECORD	04	0426	PRESTATIECODE TE VERWACHTEN	AN	6		188	C		COD869	VEKT	PRES	PRESTATIE	Code die de te verwachten prestatie op basis van zorgvraagzwaarte identificeert.				VEKTIS CV	AANBEVELING VEKTIS							Conditie: verplicht vullen bij Basis GGZ, anders niet vullen.
PRESTATIERECORD	04	0427	AANDUIDING DIAGNOSECODELIJST	N	3		191	C		COD392	VEKT	PRES	PRESTATIE	Code die aangeeft welke diagnosecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan.				VEKTIS CV	AANBEVELING VEKTIS				CODERING AANDUIDING DIAGNOSECODELIJST	COD392-VEKT		Gereserveerd voor toekomstig gebruik. Indien gevuld, waarde is [nog bepalen].
PRESTATIERECORD	04	0428	DIAGNOSECODE HOOFDGROEP	N	3		194	C		COD870	DBCO	PRES	PRESTATIE	De diagnose geeft op hoofdniveau DSM de reden aan van het in behandeling nemen of zijn van een persoon.				DBC-ONDERHOUD	SITUATIE AFHANKELIJKE AANBEVELING							Gereserveerd voor toekomstig gebruik (afhankelijk van wet- en regelgeving).
PRESTATIERECORD	04	0429	DIAGNOSECODE PRIMAIR	AN	20		214	C		COD871	DBCO	PRES	PRESTATIE	De primaire medische diagnose geeft de reden aan van het in behandeling nemen of zijn van een persoon.				DBC-ONDERHOUD	SITUATIE AFHANKELIJKE AANBEVELING							Gereserveerd voor toekomstig gebruik (afhankelijk van wet- en regelgeving).
PRESTATIERECORD	04	0430	ROM J/N	AN	1		215	C		COD873	VEKT	PRES	PRESTATIE	Indicatie ROM J/N of tijdens de behandeling de ROM-methode is toegepast.				VEKTIS CV	AANBEVELING VEKTIS							Gebruik van dit veld wordt bilateraal afgesproken bij Basis GGZ. Niet vullen bij DBC, ZZP, OVP en Transitie.
PRESTATIERECORD	04	0431	AFSLUITREDEN	N	2		217	C		COD874	DBCO	PRES	PRESTATIE	Reden waarom de prestatie is afgesloten.				DBC-ONDERHOUD	AANBEVELING VEKTIS			Reden waarom behandeltraject voor Basis GGZ of DBC is afgesloten.	AFSLUITREDEN DBC	COD874-DBCO		Verplicht vullen bij een DBC en Basis GGZ. Bij ZZP, OVP en Transitie vullen als dit mogelijk is.
PRESTATIERECORD	04	0432	TIJDSEENHEID ZORGACTIVITEIT	N	2		219	C		COD875	VEKT	TIJD	TIJDSBESTEDING	De tijdsduur waarin de behandeling/activiteit wordt uitgedrukt.		COD218	TIJDSEENHEID BEHANDELING	VEKTIS CV	AANBEVELING VEKTIS				TIJDSEENHEID BEHANDELING	COD218-VEKT		04 (= uur) vullen bij DBC en als er zorgactiviteiten zijn, anders met '00' vullen.
PRESTATIERECORD	04	0433	AANTAL TIJDSEENHEDEN ZORGACTIVITEIT	N	6		225	C		ANT304	VEKT	TIJD	TIJDSBESTEDING	Feitelijk bestede tijd uitgedrukt in het aantal tijdseenheden.				VEKTIS CV	AANBEVELING VEKTIS							Vullen som aantal tijdseenheden zorgactiviteiten die bij de DBC geregistreerd zijn.
PRESTATIERECORD	04	0434	TIJDSEENHEID TIJDSBESTEDING	N	2		227	C		COD881	VEKT	TIJD	TIJDSBESTEDING	De tijdsduur waarin de behandeling/activiteit wordt uitgedrukt.		COD218	TIJDSEENHEID BEHANDELING	VEKTIS CV	AANBEVELING VEKTIS				TIJDSEENHEID BEHANDELING	COD218-VEKT		01 (= minuut) vullen bij DBC, Basis GGZ en Transitie, anders met '00' vullen.
PRESTATIERECORD	04	0435	AANTAL TIJDSEENHEDEN TOTAAL	N	6		233	C		ANT305	VEKT	TIJD	TIJDSBESTEDING	Feitelijk bestede totale tijd uitgedrukt in het aantal tijdseenheden.				VEKTIS CV	AANBEVELING VEKTIS			Feitelijk bestede patiëntgebonden directe en indirecte tijd uitgedrukt in het aantal tijdseenheden, inclusief eventueel niet direct aan een behandelaar herleidbare tijdregistratie van activiteiten.				Verplicht vullen bij DBC, Basis GGZ en Transitie. Niet vullen bij ZZP en OVP. Zie ook invulinstructie.
PRESTATIERECORD	04	0436	AANTAL TIJDSEENHEDEN DIRECT	N	6		239	C		ANT302	VEKT	TIJD	TIJDSBESTEDING	Feitelijk bestede patiëntgebonden directe tijd uitgedrukt in het aantal tijdseenheden.				VEKTIS CV	AANBEVELING VEKTIS							Verplicht vullen bij DBC, Basis GGZ en Transitie. Niet vullen bij ZZP en OVP. Zie ook invulinstructie.
PRESTATIERECORD	04	0437	AANTAL TIJDSEENHEDEN INDIRECT	N	6		245	C		ANT303	VEKT	TIJD	TIJDSBESTEDING	Feitelijk bestede patiëntgebonden indirecte tijd uitgedrukt in het aantal tijdseenheden.				VEKTIS CV	AANBEVELING VEKTIS							Verplicht vullen bij DBC, Basis GGZ en Transitie (nul is ook een waarde). Niet vullen bij ZZP en OVP. Zie ook invulinstructie.
PRESTATIERECORD	04	0438	CODE HERDECLARATIE	N	2		247	M		COD651	VEKT	PRES	PRESTATIE	Code die de soort herdeclaratie weergeeft.	Een herdeclaratie is een declaratie die na herstel opnieuw ter facturatie wordt aangeboden.			VEKTIS CV	AANBEVELING VEKTIS				SOORT HERDECLARATIE	COD651-VEKT		Zie voor gebruik het invulinstructiedocument.
PRESTATIERECORD	04	0439	INDICATIE DEBET/CREDIT	AN	1		248	M		COD043	VEKT	PRES	PRESTATIE	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.				VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).			D/C	COD043-VEKT		De defaultwaarde is 'D' (debet record). In het geval van een credit record 'C' invullen.
PRESTATIERECORD	04	0440	REFERENTIENUMMER DIT PRESTATIERECORD	AN	20		268	M		NUM362	VEKT	PRES	PRESTATIE	Uniek referentienummer dat de zorgverlener heeft toegekend aan deze declaratie voor (een deel van) de prestatie.	Een prestatie is bijvoorbeeld een behandeling of een geleverd (deel)product.			VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.		Het referentienummer dient uniek te zijn voor iedere declaratie-eenheid. M.a.w: voor iedere aanwezige prestatie- of tariefrecord dient een uniek referentienummer toegekend te zijn.				Zie voor gebruik verder het invulinstructiedocument.
PRESTATIERECORD	04	0441	REFERENTIENUMMER VOORGAANDE GERELATEERDE PRESTATIERECORD	AN	20		288	C		NUM363	VEKT	PRES	PRESTATIE	Uniek referentienummer dat de zorgverlener heeft toegekend aan een voorgaande prestatie, die gerelateerd is aan deze prestatie.	Een prestatie is bijvoorbeeld een behandeling of een geleverd (deel)product.			VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Conditie: invullen verplicht als er sprake is van een creditpost. Hier wordt dan het nummer van de voorgaande debetpost ingevuld.
PRESTATIERECORD	04	0480	RESERVE	AN	22		310	S		TEC007	022	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
TARIEFRECORD	06	0601	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Tariefrecord is recordtype 06.				Waarde '06' vullen.
TARIEFRECORD	06	0602	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS CV	AANBEVELING VEKTIS		Detailrecords in 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord (niet relevant Q'stnd). Detailrecords in retourbericht 'erven' volgnr. heenbericht.					
TARIEFRECORD	06	0603	BURGERSERVICENUMMER (BSN) VERZEKERDE	N	9		23	M	L	NUM313	GBA	VERZ	VERZEKERDE/PATIENT/CLIENT	Een door de overheid toegekend identificerend nummer in het kader van het vereenvoudigen van het contact tussen overheid en burgers en het verminderen van de administratieve lasten.	Voor meer informatie over het BSN kunt u terecht bij het Informatiepunt BSN in de zorg (www.infobsnzorg.nl).	NUM285	CODERING BURGERSERVICENUMMER	GEMEENTELIJKE BASIS ADMINISTRATIE	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Burgerservicenummer in het bovenliggende prestatierecord.
TARIEFRECORD	06	0604	UZOVI-NUMMER	N	4		27	M	L	COD061	VEKT	VERZ	VERZEKERDE/PATIENT/CLIENT	Identificatie van een (zorg)verzekeraar die betrokken is bij de uitvoering van de Basisverzekering en/of de Algemene Wet Bijzondere Ziektekosten.	"UZOVI = Unieke ZOrgVerzekeraars Identificatie. In het UZOVI-register worden de nummers beheerd; hierin is ook aangegeven welke nummers relevant zijn voor declaraties. Naam gegeven voorheen: ""Code zorgverzekeraar""."			VEKTIS CV	AANBEVELING VEKTIS		Raadpleeg voor meer informatie het UZOVI-register bij Vektis (https://uzovi.vektis.nl).	Sleutel (i.c.m. VERZEKERDENNUMMER).				Waarde dient gelijk te zijn aan die in het UZOVI-nummer in het bovenliggende prestatierecord.
TARIEFRECORD	06	0605	VERZEKERDENNUMMER (INSCHRIJVINGSNUMMER, RELATIENUMMER)	AN	15		42	C	L	NUM003	ZNET	VERZ	VERZEKERDE/PATIENT/CLIENT	Nummer waaronder een verzekerde bij de zorgverzekeraar is ingeschreven.	Identificatienummer per verzekerde (per verzekeraar toegekend). Dit nummer behoort uniek te zijn bij de zorgverzekeraar.			ZORGNET	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Verzekerdennummer in het bovenliggende prestatierecord.
TARIEFRECORD	06	0606	AANDUIDING PRESTATIECODELIJST (01)	N	3		45	M	L	COD692	VEKT	PRES	PRESTATIE	Code die aangeeft welke prestatiecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan.		COD367	TOEGEPASTE PRESTATIECODELIJST	VEKTIS CV	AANBEVELING VEKTIS	Verzameling van verwijzingen naar prestatiecodelijsten. De meeste zijn raadpleegbaar of te downloaden via https://tog.vektis.nl.			TOEGEPASTE PRESTATIECODELIJST	COD367-VEKT		Waarde dient gelijk te zijn aan die in de Aanduiding prestatiecodelijst in het bovenliggende prestatierecord.
TARIEFRECORD	06	0607	PRESTATIECODE/DBC DECLARATIECODE	AN	6		51	M	L	COD695	VEK1	PRES	PRESTATIE	Code die de prestatie (zorg/product/middel) van een zorgverlener/instelling identificeert.	In een ander gegevenselement wordt aangegeven welke codelijst in dit gegevenselement toegepast wordt.			VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING							Waarde dient gelijk te zijn aan die in de Prestatiecode/DBC declaratiecode in het bovenliggende prestatierecord.
