Recordnaam	Recordcode	Volgnummer	Naam gegevenselement	Type	Lengte	Patroon	Eindpositie	Verplichting	Sleutel	Code gegeven	Organisatiecode	Objectcode	Objectnaam	Beschrijving functie	Toelichting	Codering bovengeschikt	Naam codering bovengeschikt	Organisatienaam	Status	Beschrijving codering algemeen	Toelichting codering algemeen	Beschrijving codering berichtspecifiek	Naam codelijst	Code codelijst	Voorbeeld vulling	Constraints/condities
VERZEKERDENRECORD	02	0222	DEBITEURNUMMER	AN	11		180	C		COD316	VEKT	DEBT	DEBITEUR	Unieke aanduiding van een debiteur.		COD038	PATIENTNUMMER (11 POSITIES MAXIMAAL)	VEKTIS CV	AANBEVELING VEKTIS			Nummer wordt bepaald door de zorgverlener. Sleutelovererving met DEBITEURNUMMER in het debiteurrecord.				Conditie: invullen verplicht als minimaal één declaratiepost van de cliënt naar een debiteur gaat en dus het debiteurrecord gevuld wordt.
VERZEKERDENRECORD	02	0223	INDICATIE CLIENT OVERLEDEN	N	1		181	M		COD841	VEKT	VERZ	VERZEKERDE/PATIENT/CLIENT	Aanduiding of cliënt overleden is.				VEKTIS CV	AANBEVELING VEKTIS	Voor de correspondentie van een servicebureau naar een cliënt/debiteur is het gewenst te weten of de cliënt overleden is en zo ja, aan wie de correspondentie gericht dient te worden (komt in het gegeven SOORT RELATIE CLIENT in het debiteurrecord terug).			INDICATIE WEL/NIET OVERLEDEN	COD841-VEKT		Defaultwaarde '2' (cliënt niet overleden). Waarde '1' indien cliënt overleden.
VERZEKERDENRECORD	02	0280	RESERVE	AN	129		310	S		TEC007	129	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
PRESTATIERECORD	04	0401	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Prestatierecord is recordtype 04.				Waarde '04' vullen.
PRESTATIERECORD	04	0402	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS CV	AANBEVELING VEKTIS		Detailrecords in het 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Het commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord. Detailrecords in het retourbericht 'erven' het volgnr. in het heenbericht.					
PRESTATIERECORD	04	0403	BURGERSERVICENUMMER (BSN) VERZEKERDE	N	9		23	M	L	NUM313	GBA	VERZ	VERZEKERDE/PATIENT/CLIENT	Een door de overheid toegekend identificerend nummer in het kader van het vereenvoudigen van het contact tussen overheid en burgers en het verminderen van de administratieve lasten.	Voor meer informatie over het BSN kunt u terecht bij het Informatiepunt BSN in de zorg (www.infobsnzorg.nl).	NUM285	CODERING BURGERSERVICENUMMER	GEMEENTELIJKE BASIS ADMINISTRATIE	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Burgerservicenummer in het bovenliggende verzekerdenrecord.
PRESTATIERECORD	04	0404	UZOVI-NUMMER	N	4		27	M	L	COD061	VEKT	VERZ	VERZEKERDE/PATIENT/CLIENT	Identificatie van een (zorg)verzekeraar die betrokken is bij de uitvoering van de Basisverzekering en/of de Algemene Wet Bijzondere Ziektekosten.	"UZOVI = Unieke ZOrgVerzekeraars Identificatie. In het UZOVI-register worden de nummers beheerd; hierin is ook aangegeven welke nummers relevant zijn voor declaraties. Naam gegeven voorheen: ""Code zorgverzekeraar""."			VEKTIS CV	AANBEVELING VEKTIS		Raadpleeg voor meer informatie het UZOVI-register bij Vektis (http://uzovi.vektis.nl).	Sleutel (i.c.m. VERZEKERDENNUMMER).				Waarde dient gelijk te zijn aan die in het UZOVI-nummer in het bovenliggende verzekerdenrecord.
PRESTATIERECORD	04	0405	VERZEKERDENNUMMER (INSCHRIJVINGSNUMMER, RELATIENUMMER)	AN	15		42	C	L	NUM003	ZNET	VERZ	VERZEKERDE/PATIENT/CLIENT	Nummer waaronder een verzekerde bij de zorgverzekeraar is ingeschreven.	Identificatienummer per verzekerde (per verzekeraar toegekend). Dit nummer behoort uniek te zijn bij de zorgverzekeraar.			ZORGNET	AANBEVELING VEKTIS			In het geval dat het nummer met nullen begint, maken deze deel uit van het nummer. Sleutel i.c.m. UZOVI-NUMMER.				Waarde dient gelijk te zijn aan die in het Verzekerdennummer in het bovenliggende verzekerdenrecord.
PRESTATIERECORD	04	0406	MACHTIGINGSNUMMER	AN	15		57	C		NUM013	VEK2	PRES	PRESTATIE	Identificatie van een afgegeven machtiging/toestemming.	Doel: het bij de controle van declaraties vaststellen, dat de zorgverzekeraar de toestemmingsverlening heeft verstrekt.			VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING							Conditie: verplicht vullen als een machtiging bekend is bij de zorgaanbieder.
PRESTATIERECORD	04	0407	DOORSTUREN TOEGESTAAN	N	1		58	M		COD820	VEKT	PRES	PRESTATIE	Code die aangeeft of het doorsturen van de desbetreffende prestatie met daaraan verbonden declaratie naar de zorgverzekeraar is toegestaan.	Dit gegeven heeft een logistieke functie. Het doorsturen geschiedt door een servicebureau.			VEKTIS CV	AANBEVELING VEKTIS	Indien het doorsturen van de desbetreffende prestatie niet is toegestaan, ontvangt de zorgverzekeraar hiervan ook geen records.		De zorgverlener dient in te vullen of doorsturen van de prestatie toegestaan is (ja/nee). De cliënt geeft aan of hij/zij hiertegen bezwaar heeft.	DOORSTUREN TOEGESTAAN	COD820-VEKT		Defaultwaarde is '1' (doorsturen naar zorgverzekeraar is toegestaan).
PRESTATIERECORD	04	0408	AANDUIDING PRESTATIECODELIJST	N	3		61	M	L	COD367	VEKT	PRES	PRESTATIE	Code die aangeeft welke prestatiecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan.				VEKTIS CV	AANBEVELING VEKTIS	Verzameling van verwijzingen naar prestatiecodelijsten. De meeste zijn raadpleegbaar of te downloaden via http://tog.vektis.nl.			TOEGEPASTE PRESTATIECODELIJST	COD367-VEKT		"Prestatiecodelijst ""050"" invullen. Deze wordt toegepast voor DBC-behandeling, deelprestatie verblijf en OVP."
PRESTATIERECORD	04	0409	DECLARATIECODE	AN	6		67	M	L	COD973	VEKT	PRES	PRESTATIE	Code die de declaratie van een geleverde (DBC)zorgprestatie door een zorginstelling identificeert.				VEKTIS CV	AANBEVELING VEKTIS			Code die de declaratie van een prestatie van een zorginstelling identificeert.				Conditie: bij DBC vullen met de declaratiecode. Bij OVP vullen met prestatiecode.
PRESTATIERECORD	04	0410	DBC PRESTATIECODE	AN	12		79	C		NUM122	VEK2	PRES	PRESTATIE	Gedurende de doorlooptijd van een DBC wordt een DBC dataset gevuld. Na het afsluiten van de DBC wordt de DBC toelichtingscode afgeleid van de DBC dataset.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING	DBC-prestatiecode is de identificatie van behandeling v.e. patient in een zorginstelling. Voor de opbouw van de prestatiecode wordt verwezen naar de spelregels van DBC onderhoud.	Opbouw typeringsassen volgens instructies uit CTG/ZAio richtlijnen.					Conditie: bij DBC verplicht vullen met DBC-prestatiecode. Niet vullen voor OVP.
PRESTATIERECORD	04	0411	BEGINDATUM PRESTATIE	N	8	EEJJMMDD	87	M	L	DAT001	NEN	PRES	PRESTATIE	Datum waarop de prestatie feitelijk is of wordt uitgevoerd. Als de uitgevoerde prestatie betrekking heeft op meerdere dagen dan is het de begindatum.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS			Datum waarop de DBC is gestart. Datum waarop de prestatie is geleverd, danwel de begindatum als de prestatie betrekking heeft op meerdere dagen				Bij opname na 20.00 uur begindatum prestatie is datum opname +1.
PRESTATIERECORD	04	0412	EINDDATUM PRESTATIE	N	8	EEJJMMDD	95	M		DAT003	NEN	PRES	PRESTATIE	Datum waarop de prestatie is beëindigd, als de prestatie betrekking heeft op meerdere dagen.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS			Laatste datum DBC/prestatie.				"Inhoud kan gelijk zijn aan ""Begindatum prestatie"" (geldt altijd voor OVP)."
PRESTATIERECORD	04	0413	PRESTATIEVOLGNUMMER ALGEMEEN	N	2		97	M	L	NUM395	VEK1	PRES	PRESTATIE	Nummer dat prestaties met gelijke identificatie uniek maakt per declaratiebestand.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING	Het nummer behoeft niet met '01' te beginnen en/of oplopend te zijn.						Conditie: Relevant bij meerdere prestaties met dezelfde verzekerde, declaratiecode en begindatum.
PRESTATIERECORD	04	0414	ZORGTRAJECTNUMMER	AN	20		117	C		NUM374	DBCO	PRES	PRESTATIE	Identificatie van het zorgtraject waartoe deze prestatie behoort.				DBC-ONDERHOUD	AANBEVELING VEKTIS	Het zorgtrajectnummer is uniek binnen de zorgverlenende instantie.						Conditie: verplicht vullen bij een DBC. Voor de OVP vullen als dit mogelijk is.
PRESTATIERECORD	04	0415	INDICATIE AANSPRAAK ZORGVERZEKERINGSWET	AN	1		118	M		COD361	VEKT	PRES	PRESTATIE	Indicatie die aangeeft of er volgens de behandelaar sprake is van een aanspraak op de zorgverzekeringswet.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING				ZVW-VERGOEDINGSRECHT	COD361-VEKT	J, N	
PRESTATIERECORD	04	0416	INDICATIE ONGEVAL (ONGEVALSGEVOLG)	AN	1		119	C		COD183	VEKT	PRES	PRESTATIE	Aanduiding over een patiënt die als gevolg van een ongeval (noodzakelijk) een prestatie (zorg) ondergaat.				VEKTIS CV	AANBEVELING VEKTIS				JA/NEE CODERING	COD183-VEKT	"Gehele codelijst: J = patiënt was betrokken bij een ongeval; N = patiënt was niet betrokken bij een ongeval; O = onbekend."	Gebruik van dit veld wordt bilateraal afgesproken.
PRESTATIERECORD	04	0417	INDICATIE DEBET/CREDIT	AN	1		120	M		COD043	VEKT	PRES	PRESTATIE	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.				VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).			D/C	COD043-VEKT		De defaultwaarde is 'D' (debet record). In het geval van een credit record 'C' invullen.
PRESTATIERECORD	04	0418	REFERENTIENUMMER DIT PRESTATIERECORD	AN	20		140	M		NUM362	VEKT	PRES	PRESTATIE	Uniek referentienummer dat de zorgverlener heeft toegekend aan deze declaratie voor (een deel van) de prestatie.	Een prestatie is bijvoorbeeld een behandeling of een geleverd (deel)product.			VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.		Het referentienummer dient uniek te zijn voor iedere declaratie-eenheid. M.a.w: voor iedere aanwezige prestatie- of tariefrecord dient een uniek referentienummer toegekend te zijn.				Zie verder het invulinstructiedocument.
PRESTATIERECORD	04	0419	REFERENTIENUMMER VOORGAANDE GERELATEERDE PRESTATIERECORD	AN	20		160	C		NUM363	VEKT	PRES	PRESTATIE	Uniek referentienummer dat de zorgverlener heeft toegekend aan een voorgaande prestatie, die gerelateerd is aan deze prestatie.	Een prestatie is bijvoorbeeld een behandeling of een geleverd (deel)product.			VEKTIS CV	AANBEVELING VEKTIS	Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.						Conditie: invullen verplicht als er sprake is van een creditpost. Hier wordt dan het nummer van de voorgaande debetpost ingevuld.
PRESTATIERECORD	04	0480	RESERVE	AN	150		310	S		TEC007	150	TECH	TECHNISCHE GEGEVENSELEMENTEN	Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.					GEEN AANBEVELING VEKTIS							Verplicht vullen met spaties.
TARIEFRECORD	06	0601	KENMERK RECORD	N	2		2	M	T	COD001	VEK4	TECH	TECHNISCHE GEGEVENSELEMENTEN	Identificatie van het soort record in een externe-integratiebericht.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING			Tariefrecord is recordtype 06.				Waarde '06' vullen.
TARIEFRECORD	06	0602	IDENTIFICATIE DETAILRECORD	N	12		14	M	T	NUM040	VEKT	TECH	TECHNISCHE GEGEVENSELEMENTEN	Unieke codering van een detailrecord.	De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.			VEKTIS CV	AANBEVELING VEKTIS		Detailrecords in het 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Het commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord. Detailrecords in het retourbericht 'erven' het volgnr. in het heenbericht.					
TARIEFRECORD	06	0603	BURGERSERVICENUMMER (BSN) VERZEKERDE	N	9		23	M	L	NUM313	GBA	VERZ	VERZEKERDE/PATIENT/CLIENT	Een door de overheid toegekend identificerend nummer in het kader van het vereenvoudigen van het contact tussen overheid en burgers en het verminderen van de administratieve lasten.	Voor meer informatie over het BSN kunt u terecht bij het Informatiepunt BSN in de zorg (www.infobsnzorg.nl).	NUM285	CODERING BURGERSERVICENUMMER	GEMEENTELIJKE BASIS ADMINISTRATIE	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Burgerservicenummer in het bovenliggende prestatierecord.
TARIEFRECORD	06	0604	UZOVI-NUMMER	N	4		27	M	L	COD061	VEKT	VERZ	VERZEKERDE/PATIENT/CLIENT	Identificatie van een (zorg)verzekeraar die betrokken is bij de uitvoering van de Basisverzekering en/of de Algemene Wet Bijzondere Ziektekosten.	"UZOVI = Unieke ZOrgVerzekeraars Identificatie. In het UZOVI-register worden de nummers beheerd; hierin is ook aangegeven welke nummers relevant zijn voor declaraties. Naam gegeven voorheen: ""Code zorgverzekeraar""."			VEKTIS CV	AANBEVELING VEKTIS		Raadpleeg voor meer informatie het UZOVI-register bij Vektis (http://uzovi.vektis.nl).	Sleutel (i.c.m. VERZEKERDENNUMMER).				Waarde dient gelijk te zijn aan die in het UZOVI-nummer in het bovenliggende prestatierecord.
TARIEFRECORD	06	0605	VERZEKERDENNUMMER (INSCHRIJVINGSNUMMER, RELATIENUMMER)	AN	15		42	C	L	NUM003	ZNET	VERZ	VERZEKERDE/PATIENT/CLIENT	Nummer waaronder een verzekerde bij de zorgverzekeraar is ingeschreven.	Identificatienummer per verzekerde (per verzekeraar toegekend). Dit nummer behoort uniek te zijn bij de zorgverzekeraar.			ZORGNET	AANBEVELING VEKTIS							Waarde dient gelijk te zijn aan die in het Verzekerdennummer in het bovenliggende prestatierecord.
TARIEFRECORD	06	0606	AANDUIDING PRESTATIECODELIJST (01)	N	3		45	M	L	COD692	VEKT	PRES	PRESTATIE	Code die aangeeft welke prestatiecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan.		COD367	TOEGEPASTE PRESTATIECODELIJST	VEKTIS CV	AANBEVELING VEKTIS	Verzameling van verwijzingen naar prestatiecodelijsten. De meeste zijn raadpleegbaar of te downloaden via http://tog.vektis.nl.			TOEGEPASTE PRESTATIECODELIJST	COD367-VEKT		Zelfde prestatiecodelijst als in prestatierecord invullen.
TARIEFRECORD	06	0607	DECLARATIECODE	AN	6		51	M	L	COD973	VEKT	PRES	PRESTATIE	Code die de declaratie van een geleverde (DBC)zorgprestatie door een zorginstelling identificeert.				VEKTIS CV	AANBEVELING VEKTIS							Zelfde waarde invullen als in het prestatierecord.
TARIEFRECORD	06	0608	BEGINDATUM PRESTATIE	N	8	EEJJMMDD	59	M	L	DAT001	NEN	PRES	PRESTATIE	Datum waarop de prestatie feitelijk is of wordt uitgevoerd. Als de uitgevoerde prestatie betrekking heeft op meerdere dagen dan is het de begindatum.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							Zelfde waarde invullen als in het prestatierecord.
TARIEFRECORD	06	0609	PRESTATIEVOLGNUMMER ALGEMEEN	N	2		61	M	L	NUM395	VEK1	PRES	PRESTATIE	Nummer dat prestaties met gelijke identificatie uniek maakt per declaratiebestand.				VEKTIS CV	SITUATIE AFHANKELIJKE AANBEVELING	Het nummer behoeft niet met '01' te beginnen en/of oplopend te zijn.						Zelfde waarde invullen als in het prestatierecord.
TARIEFRECORD	06	0610	SOORT PRESTATIE/TARIEF	N	2		63	M	L	COD029	VEKT	TARI	TARIEF	Code die soort prestatie of soort tarief weergeeft.				VEKTIS CV	AANBEVELING VEKTIS				CODERING SOORT PRESTATIES/TARIEF	COD029-VEKT		"Voor DBC: 10= DBC-behandeling, 11 = Verblijf.  Voor OVP: 02 = Kosten instelling; 04 = honorarium medisch specialist."
TARIEFRECORD	06	0611	AANDUIDING PRESTATIECODELIJST (02)	N	3		66	C		COD677	VEKT	TARI	TARIEF	Code die aangeeft welke prestatiecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan.		COD367	TOEGEPASTE PRESTATIECODELIJST	VEKTIS CV	AANBEVELING VEKTIS	Verzameling van verwijzingen naar prestatiecodelijsten. De meeste zijn raadpleegbaar of te downloaden via http://tog.vektis.nl.			TOEGEPASTE PRESTATIECODELIJST	COD367-VEKT		Conditie: Alleen invullen als de prestatiecodelijst van dit tariefrecord afwijkt van die in het prestatierecord.
TARIEFRECORD	06	0612	DECLARATIECODE DEELPRESTATIE	AN	6		72	M		COD334	VEKT	TARI	TARIEF	Code die de declaratie van een deelprestatie identificeert.		COD973	DECLARATIECODE AN 6	VEKTIS CV	AANBEVELING VEKTIS							"DBC: code behandeling of verbijf.  OVP: zelfde declaratiecode kosten of honorarium als in ""0409 Declaratiecode""."
TARIEFRECORD	06	0613	POORTSPECIALISME	N	4	NNNN	76	C		COD972	VEKT	TARI	TARIEF	Bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENER SPECIFICATIENUMMER (COD007).	Soort/beroepsgroep van de hoofdverantwoordelijke zorgverlener in een zorg-traject	COD016	CODERING ZORGVERLENERSSPECIFICATIE	VEKTIS CV	AANBEVELING VEKTIS	De soorten (beroepsgroepen) zijn opgenomen, ook wanneer er geen nadere verbijzondering bestaat. Zie voor de soorten ook COD008.	Positie 1 en 2 zorgverlenerssoort. Positie 3 en 4 zorgverleners specificatienummer. Voor meer informatie zie http://agb.vektis.nl/.	De categorie waartoe de voor behandeling eerst verantwoordelijke zorgverlener behoort, naar soort/beroepsgroep.	CODERING ZORGVERLENERSSPECIFICATIE	COD016-VEKT		Conditie: verplicht vullen bij DBC-behandeling (altijd met code 0329).
TARIEFRECORD	06	0614	ZORGVERLENERSCODE BEHANDELAAR/UITVOERDER	N	8	NNNNNNNN	84	M		COD089	VEKT	ZOVL	ZORGVERLENER	De identificatiecode van de zorgverlener (natuurlijk persoon of instelling).		COD009	CODERING ZORGVERLENER	VEKTIS CV	AANBEVELING VEKTIS	De AGB-code bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENERSNUMMER (NUM005). ZORGVERLENERSSOORT op positie 1-2, ZORGVERLENERSNUMMER op positie 3-8. Het zorgverlenersnummer is uniek binnen de zorgverlenerssoort.	Voor meer informatie zie http://agb.vektis.nl.					Conditie: Invullen zorgverlenerscode instelling of zorgverlenerscode van aan de organisatie (incl. praktijk)  verbonden zorgverlener. Zowel voor DBC- behandeling, verblijf, OVP kosten en OVP honorarium.
TARIEFRECORD	06	0615	ZORGVERLENERSSPECIFICATIE BEHANDELAAR/UITVOERDER (SUBBEROEPSGROEP)	N	4	NNNN	88	C		COD286	VEKT	ZOVL	ZORGVERLENER	Bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENER SPECIFICATIENUMMER (COD007).	Nadere verbijzondering van de zorgverlener per soort/beroepsgroep.	COD016	CODERING ZORGVERLENERSSPECIFICATIE	VEKTIS CV	AANBEVELING VEKTIS	De soorten (beroepsgroepen) zijn opgenomen, ook wanneer er geen nadere verbijzondering bestaat. Zie voor de soorten ook COD008.	Positie 1 en 2 zorgverlenerssoort. Positie 3 en 4 zorgverleners specificatienummer. Voor meer informatie zie http://agb.vektis.nl/.		CODERING ZORGVERLENERSSPECIFICATIE	COD016-VEKT		Conditie: verplicht vullen bij OVP honorarium met code van uitvoerend specialisme.
TARIEFRECORD	06	0616	BEGINDATUM DEELPRESTATIE	N	8	EEJJMMDD	96	M	L	DAT298	NEN	TARI	TARIEF	Datum waarop de deelprestatie feitelijk is of wordt uitgevoerd. Als de uitgevoerde prestatie betrekking heeft op meerdere dagen dan is het de begindatum.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							"Voor DBC-behandeling gelijk aan ""0411 Begindatum prestatie"". Voor DBC-verblijf gelijk aan de begindatum van de verblijfsoort in dit tariefrecord. Voor OVP gelijk aan ""0411 Begindatum prestatie""."
TARIEFRECORD	06	0617	EINDDATUM DEELPRESTATIE	N	8	EEJJMMDD	104	M		DAT299	NEN	TARI	TARIEF	Datum waarop de deelprestatie is beëindigd.		DAT039	DATUM MET EEUW VOOROP	NEDERLANDS NORMALISATIE INSTITUUT	AANBEVELING VEKTIS							"Voor DBC-behandeling gelijk aan ""0412 Einddatum prestatie"". Voor DBC-verblijf gelijk aan de einddatum van de verblijfsoort in dit tariefrecord (aantal aaneengesloten dagen vanaf ""Begindatum deelprestatie""). Voor OVP gelijk aan ""0412 Einddatum prestatie""."
TARIEFRECORD	06	0618	AANTAL UITGEVOERDE PRESTATIES	N	4		108	M		ANT054	VEKT	TARI	TARIEF	Hoeveelheid verrichte prestaties in de prestatieperiode.				VEKTIS CV	AANBEVELING VEKTIS							"Defaultwaarde voor DBC-behandeling ""0001"". Voor DBC-verblijf betreft het het aantal aaneengesloten dagen voor de verblijfssoort van dit tariefrecord."
TARIEFRECORD	06	0619	TOTALE TIJD	N	6		114	O		ANT199	VEKT	TARI	TARIEF	Totale tijd die aan de prestatie besteed is, in overeenkomst met de spelregels van DBC Onderhoud.				VEKTIS CV	AANBEVELING VEKTIS			Het betreft de tijd in minuten.				Conditie: Relevant voor DBC-behandeling, wel/niet invullen afhankelijk van bilaterale afspraken.
TARIEFRECORD	06	0620	INDIRECTE TIJD	N	6		120	O		ANT200	VEKT	TARI	TARIEF	De indirecte tijd van de prestatie, in overeenkomst met de spelregels van DBC Onderhoud..		ANT199	FEITELIJK BESTEDE TIJD PRESTATIE IN MINUTEN	VEKTIS CV	AANBEVELING VEKTIS			Het betreft de tijd in minuten.				Conditie: Relevant voor DBC-behandeling, wel/niet invullen afhankelijk van bilaterale afspraken.
TARIEFRECORD	06	0621	TARIEF PRESTATIE (INCL. BTW)	N	8		128	M		BED160	VEKT	TARI	TARIEF	Tarief van de individuele prestatie, ongeacht wie (kunnen meerdere partijen zijn) dit betaalt.		BED015	STANDAARDBEDRAG	VEKTIS CV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.						"Tarief behorend bij ""Soort prestatie/tarief"" en ""Declaratiecode deelprestatie""."
TARIEFRECORD	06	0622	VERREKENPERCENTAGE	N	5	NNNNN	133	M		ANT094	NZA	TARI	TARIEF	Berekeningsfactor over het normtarief voor het feitelijk gebruikte aandeel (event. in tijd) aan te geven in de declaratie van kosten, honorarium of verrichting.				NEDERLANDSE ZORGAUTORITEIT	SITUATIE AFHANKELIJKE AANBEVELING	Percentage in honderdste procenten. Voorbeeld: 09000 = 90%, factor 0,5 = 05000 = 50% etc.		Toegepaste berekeningsfactor over tarief prestatie. Als toe-/afslag vlgs NZa beschikking per instelling.				"Defaultwaarde: ""10000"" (100%)."
TARIEFRECORD	06	0623	BEREKEND BEDRAG (INCL. BTW)	N	8		141	M		BED153	VEKT	TARI	TARIEF	Het berekend bedrag is het bedrag dat de zorgverlener wil ontvangen, ongeacht wie het betaalt (verzekeraar, verzekerde, ...).		BED015	STANDAARDBEDRAG	VEKTIS CV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Het berekend bedrag is de uitkomst van de berekening uitgaande van tarief maal aantal uitgevoerde prestaties maal verrekenpercentage plus eventuele toeslagen.				
TARIEFRECORD	06	0624	INDICATIE DEBET/CREDIT (01)	AN	1		142	M		COD668	VEKT	TARI	TARIEF	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.		COD043	D/C	VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (nul of positief bedrag). I.g.v. negatief bedrag 'C' invullen.
TARIEFRECORD	06	0625	BEDRAG ONTVANGEN EIGEN BIJDRAGE DEELPRESTATIE	N	8		150	C		BED194	VEKT	TARI	TARIEF	Het van verzekerde (te) ontvangen bedrag aan eigen bijdrage voor deze deelprestatie.		BED015	STANDAARDBEDRAG	VEKTIS CV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Het betreft de eigen bijdrage die betrekking heeft op de deelprestatie in dit tariefrecord.				Conditie: Invullen verplicht als de zorgaanbieder de eigen bijdrage heeft geind of gaat innen.
TARIEFRECORD	06	0626	INDICATIE DEBET/CREDIT (02)	AN	1		151	M		COD665	VEKT	TARI	TARIEF	Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.		COD043	D/C	VEKTIS CV	AANBEVELING VEKTIS	Debet, credit (tegenboeking).		Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.	D/C	COD043-VEKT		De defaultwaarde is 'D' (nul of positief bedrag). I.g.v. negatief bedrag 'C' invullen.
TARIEFRECORD	06	0627	BTW-PERCENTAGE DECLARATIEBEDRAG	N	4		155	C		NUM352	VEKT	TARI	TARIEF	BTW-percentage dat van toepassing is.	Het declaratiebedrag is het deel van het berekend bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.			VEKTIS CV	AANBEVELING VEKTIS		Relevante BTW-percentage in honderdste procenten. Voorbeelden: '0600' = 6 % '1750' = 17,5 % '1900' = 19 %					Conditie: verplicht invullen als over de desbetreffende prestatie BTW geheven wordt.
TARIEFRECORD	06	0628	DECLARATIEBEDRAG (INCL. BTW)	N	8		163	C		BED161	VEKT	TARI	TARIEF	Het bedrag dat gedeclareerd wordt.	Het declaratiebedrag is het deel van het berekende bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.	BED015	STANDAARDBEDRAG	VEKTIS CV	AANBEVELING VEKTIS	Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.		Het declaratiebedrag is het deel van het berekend bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.				"Conditie: verplicht vullen, veld kan nullen bevatten als resultante van ""Berekend bedrag"" en betaalde of te betalen eigen bijdragen nul is."
